100000, 0, 31.779050827026367
20000, 0, 7.593870162963867
40000, 0, 14.467954635620117
60000, 0, 19.875049591064453
80000, 0, 27.944087982177734
100000, 2499108289, 1198602.8859615326
20000, 100519486, 38183.457136154175
40000, 399123865, 154839.15972709656
60000, 897357824, 13446098.239898682
80000, 1592845170, 833854.2988300323
100000, 4999945046, 2238303.5938739777
20000, 199989821, 93659.27600860596
40000, 799979179, 339423.8579273224
60000, 1799968208, 29485998.682022095
80000, 3199956822, 1491227.0867824554
100000, 0, 35.3238582611084
20000, 0, 7.175922393798828
40000, 0, 14.94598388671875
60000, 0, 24.15299415588379
80000, 0, 31.650066375732422
100000, 0, 40.74716567993164
20000, 0, 10.259151458740234
40000, 0, 16.707181930541992
60000, 0, 23.96678924560547
80000, 0, 39.750099182128906
